"","race","classtype","yearssmall","hsgrad","g4math","g4reading"
"1635",1,3,0,NA,717,571
"1636",2,3,0,1,NA,NA
"1637",2,2,0,NA,NA,NA
"1638",3,3,0,1,718,726
"1639",2,2,0,NA,680,712
"1640",2,3,0,0,NA,NA
"1641",1,3,0,NA,NA,NA
"1642",1,3,3,NA,NA,NA
"1643",2,1,4,0,677,700
"1644",1,1,1,NA,NA,NA
"1645",1,3,0,NA,738,760
"1646",2,3,3,1,NA,NA
"1647",1,1,4,1,NA,NA
"1648",2,3,0,1,747,719
"1649",2,3,0,NA,NA,NA
"1650",2,2,0,NA,NA,NA
"1651",1,1,3,NA,NA,NA
"1652",2,1,3,1,734,718
"1653",2,3,0,1,705,528
"1654",1,1,1,1,739,760
"1655",2,1,2,1,NA,NA
"1656",1,3,0,1,744,716
"1657",2,3,0,NA,NA,NA
"1658",1,2,0,1,731,757
"1659",1,1,4,1,758,708
"1660",1,3,0,1,742,771
"1661",2,3,0,NA,NA,NA
"1662",1,3,0,1,648,615
"1663",1,2,0,NA,NA,NA
"1664",2,1,4,NA,713,717
"1665",1,2,0,1,NA,NA
"1666",2,1,3,NA,NA,NA
"1667",1,1,2,1,NA,NA
"1668",1,1,4,NA,NA,NA
"1669",1,3,0,1,741,836
"1670",2,3,3,0,702,598
"1671",1,2,0,1,767,760
"1672",2,3,0,1,NA,NA
"1673",2,2,0,NA,NA,NA
"1674",2,2,0,NA,NA,NA
"1675",1,3,0,NA,NA,NA
"1676",1,2,0,1,NA,NA
"1677",1,1,4,1,NA,NA
"1678",1,1,4,1,NA,NA
"1679",1,2,0,1,NA,NA
"1680",2,1,3,1,NA,NA
"1681",2,1,4,1,NA,NA
"1682",2,3,0,1,NA,NA
"1683",1,3,0,1,758,703
"1684",1,3,0,1,692,705
"1685",2,1,3,1,NA,NA
"1686",1,3,0,NA,NA,NA
"1687",2,2,0,1,742,672
"1688",2,2,2,NA,NA,NA
"1689",2,2,0,NA,NA,NA
"1690",1,3,0,1,NA,NA
"1691",2,3,0,1,697,669
"1692",1,3,0,1,744,750
"1693",2,3,0,0,NA,NA
"1694",1,1,1,NA,NA,NA
"1695",2,1,4,NA,NA,NA
"1696",2,2,0,NA,NA,NA
"1697",1,3,0,1,NA,NA
"1698",1,2,0,NA,NA,NA
"1699",2,3,0,NA,NA,NA
"1700",1,1,1,NA,NA,NA
"1701",2,3,0,1,NA,NA
"1702",2,2,0,NA,NA,NA
"1703",2,1,4,1,NA,NA
"1704",2,2,0,NA,NA,NA
"1705",2,1,4,1,689,650
"1706",2,3,0,NA,NA,NA
"1707",2,3,0,1,NA,NA
"1708",1,1,1,NA,NA,NA
"1709",1,2,0,NA,NA,NA
"1710",2,3,0,NA,NA,NA
"1711",2,3,0,1,NA,NA
"1712",2,1,2,NA,NA,NA
"1713",2,2,1,NA,NA,NA
"1714",2,3,0,NA,NA,NA
"1715",2,2,0,1,651,612
"1716",2,2,0,NA,NA,NA
"1717",2,1,4,NA,758,760
"1718",1,2,0,1,NA,NA
"1719",2,2,0,1,NA,NA
"1720",2,2,0,NA,NA,NA
"1721",2,1,2,NA,NA,NA
"1722",1,2,0,1,682,719
"1723",2,1,2,NA,NA,NA
"1724",2,2,3,NA,NA,NA
"1725",2,1,3,NA,NA,NA
"1726",2,1,3,NA,NA,NA
"1727",2,2,0,0,NA,NA
"1728",2,2,0,1,NA,NA
"1729",2,1,3,1,NA,NA
"1730",2,1,1,NA,NA,NA
"1731",2,1,1,NA,NA,NA
"1732",2,3,0,1,NA,NA
"1733",2,3,0,0,NA,NA
"1734",2,3,0,NA,NA,NA
"1735",1,2,0,NA,NA,NA
"1736",2,3,0,1,NA,NA
"1737",2,1,1,0,NA,NA
"1738",1,2,0,NA,NA,NA
"1739",1,3,0,NA,NA,NA
"1740",2,2,0,NA,NA,NA
"1741",2,2,0,NA,NA,NA
"1742",2,1,2,NA,NA,NA
"1743",2,2,0,NA,NA,NA
"1744",1,1,2,1,NA,NA
"1745",2,2,0,1,NA,NA
"1746",2,1,1,NA,NA,NA
"1747",1,1,1,1,NA,NA
"1748",2,2,0,0,NA,NA
"1749",2,3,0,NA,NA,NA
"1750",1,3,0,NA,727,750
"1751",2,1,4,NA,NA,NA
"1752",1,3,0,NA,629,621
"1753",2,2,0,1,NA,NA
"1754",1,3,0,NA,NA,NA
"1755",2,1,1,NA,NA,NA
"1756",2,1,4,1,NA,NA
"1757",1,3,3,1,669,767
"1758",2,2,0,1,NA,NA
"1759",1,3,0,1,NA,NA
"1760",1,3,0,1,NA,NA
"1761",2,2,0,1,NA,NA
"1762",2,2,0,1,NA,NA
"1763",2,2,2,1,NA,NA
"1764",1,3,0,NA,NA,NA
"1765",2,2,1,1,NA,NA
"1766",2,3,1,NA,NA,NA
"1767",2,1,4,1,732,750
"1768",2,2,0,1,NA,NA
"1769",2,3,0,NA,NA,NA
"1770",2,1,1,NA,NA,NA
"1771",1,2,0,1,677,689
"1772",2,2,0,1,NA,NA
"1773",2,3,0,NA,NA,NA
"1774",2,3,0,1,NA,NA
"1775",2,1,3,NA,NA,NA
"1776",1,3,0,NA,700,671
"1777",2,2,1,NA,NA,NA
"1778",2,1,2,NA,NA,NA
"1779",2,3,0,1,NA,NA
"1780",1,2,0,1,691,722
"1781",2,2,0,NA,NA,NA
"1782",1,3,3,1,725,836
"1783",1,3,0,1,686,719
"1784",2,2,0,1,NA,NA
"1785",1,3,0,NA,NA,NA
"1786",2,3,0,NA,NA,NA
"1787",1,1,4,1,741,763
"1788",1,3,2,1,709,836
"1789",2,1,1,NA,NA,NA
"1790",2,1,1,NA,NA,NA
"1791",2,2,0,0,NA,NA
"1792",1,2,1,1,NA,NA
"1793",2,3,0,0,700,688
"1794",1,1,4,1,741,785
"1795",1,2,0,NA,NA,NA
"1796",1,1,1,NA,NA,NA
"1797",1,2,0,1,739,836
"1798",2,2,0,0,NA,NA
"1799",2,3,0,1,686,679
"1800",1,3,0,1,NA,NA
"1801",1,3,0,NA,NA,NA
"1802",2,1,1,1,NA,NA
"1803",2,3,0,NA,NA,NA
"1804",1,3,0,NA,NA,NA
"1805",1,2,0,1,NA,NA
"1806",2,3,0,1,712,670
"1807",1,3,2,1,702,710
"1808",1,2,3,NA,NA,NA
"1809",1,3,0,1,731,722
"1810",1,2,0,NA,NA,NA
"1811",2,3,1,NA,NA,NA
"1812",1,2,0,1,736,752
"1813",2,2,0,1,NA,NA
"1814",1,3,0,1,711,763
"1815",1,1,4,1,706,657
"1816",2,3,1,1,NA,NA
"1817",1,2,0,NA,NA,NA
"1818",2,1,2,1,NA,NA
"1819",1,2,0,NA,NA,NA
"1820",1,3,0,NA,NA,NA
"1821",1,3,0,1,662,691
"1822",2,2,0,NA,NA,NA
"1823",1,3,0,NA,NA,NA
"1824",1,3,0,NA,668,734
"1825",2,2,0,1,NA,NA
"1826",1,1,4,NA,NA,NA
"1827",1,1,3,1,NA,NA
"1828",1,2,0,1,714,761
"1829",1,2,0,1,NA,NA
"1830",2,2,0,NA,NA,NA
"1831",2,2,0,NA,704,836
"1832",1,2,0,NA,740,724
"1833",2,1,4,1,NA,NA
"1834",2,1,1,NA,NA,NA
"1835",2,2,0,NA,NA,NA
"1836",1,3,0,NA,708,614
"1837",2,3,0,NA,NA,NA
"1838",2,3,0,NA,NA,NA
"1839",2,3,1,NA,NA,NA
"1840",2,3,0,1,NA,NA
"1841",1,2,0,NA,NA,NA
"1842",1,3,0,NA,NA,NA
"1843",1,2,0,NA,682,711
"1844",2,3,0,1,487,589
"1845",1,2,1,NA,690,741
"1846",1,3,0,1,698,719
"1847",1,3,3,NA,NA,NA
"1848",2,1,2,NA,NA,NA
"1849",1,3,0,1,725,836
"1850",1,3,0,NA,NA,NA
"1851",1,3,0,NA,NA,NA
"1852",2,3,3,1,NA,NA
"1853",1,2,0,1,752,709
"1854",2,1,4,NA,692,706
"1855",2,3,0,NA,NA,NA
"1856",1,1,4,1,NA,NA
"1857",2,3,0,0,671,745
"1858",1,2,0,1,NA,NA
"1859",1,3,0,NA,NA,NA
"1860",2,3,0,1,NA,NA
"1861",1,2,0,NA,NA,NA
"1862",1,3,3,NA,NA,NA
"1863",1,1,4,NA,739,712
"1864",2,2,0,NA,NA,NA
"1865",1,1,4,NA,695,694
"1866",1,3,0,NA,634,796
"1867",1,2,0,NA,705,720
"1868",2,1,4,1,622,708
"1869",1,1,4,1,821,763
"1870",2,2,0,NA,NA,NA
"1871",1,2,0,1,739,730
"1872",2,3,2,1,NA,NA
"1873",2,3,0,NA,NA,NA
"1874",1,3,0,1,NA,NA
"1875",1,1,1,0,NA,NA
"1876",2,2,0,NA,NA,NA
"1877",2,1,2,1,NA,NA
"1878",1,1,3,1,NA,NA
"1879",1,2,0,NA,NA,NA
"1880",1,2,0,NA,696,687
"1881",2,1,4,NA,NA,NA
"1882",1,1,4,1,NA,NA
"1883",1,3,2,1,769,741
"1884",1,1,4,1,708,731
"1885",1,3,0,NA,677,NA
"1886",1,3,0,NA,NA,NA
"1887",1,2,0,1,682,725
"1888",1,3,0,1,741,740
"1889",1,1,4,NA,706,NA
"1890",1,3,0,1,821,NA
"1891",1,3,0,1,711,NA
"1892",1,2,0,NA,720,NA
"1893",1,2,0,NA,685,627
"1894",1,1,4,NA,692,706
"1895",1,1,4,1,732,677
"1896",1,3,0,0,685,NA
"1897",1,2,0,1,695,715
"1898",1,1,3,NA,NA,NA
"1899",1,1,4,NA,726,NA
"1900",1,2,0,0,NA,NA
"1901",1,3,0,1,NA,NA
"1902",1,2,0,1,NA,NA
"1903",2,3,0,NA,NA,NA
"1904",2,3,0,NA,NA,NA
"1905",1,3,0,1,726,750
"1906",2,2,1,1,NA,NA
"1907",1,1,3,1,NA,NA
"1908",1,3,0,1,648,724
"1909",2,3,0,NA,NA,NA
"1910",1,1,1,1,NA,NA
"1911",2,2,0,NA,NA,NA
"1912",2,3,0,NA,NA,NA
"1913",2,1,4,1,NA,NA
"1914",1,1,4,NA,711,646
"1915",2,1,1,NA,NA,NA
"1916",2,2,0,NA,NA,NA
"1917",2,2,1,0,NA,NA
"1918",1,2,0,NA,NA,NA
"1919",1,2,2,NA,769,736
"1920",1,3,2,NA,661,689
"1921",1,2,0,1,NA,NA
"1922",1,2,0,1,699,732
"1923",1,3,0,NA,NA,NA
"1924",1,1,4,NA,NA,NA
"1925",1,1,1,NA,NA,NA
"1926",1,1,4,NA,741,670
"1927",1,3,3,1,750,796
"1928",2,3,0,NA,NA,NA
"1929",2,1,1,1,NA,NA
"1930",1,2,0,0,640,662
"1931",2,2,0,1,NA,NA
"1932",1,1,4,NA,689,731
"1933",2,1,4,1,706,731
"1934",1,1,4,NA,NA,NA
"1935",2,2,0,NA,NA,NA
"1936",2,1,1,NA,NA,NA
"1937",2,3,0,NA,NA,NA
"1938",2,2,0,NA,NA,NA
"1939",2,3,0,NA,NA,NA
"1940",2,2,0,NA,NA,NA
"1941",2,3,0,NA,NA,NA
"1942",2,2,0,1,758,711
"1943",2,3,0,NA,NA,NA
"1944",1,3,0,1,698,723
"1945",2,3,0,NA,NA,NA
"1946",1,2,0,0,736,745
"1947",2,3,0,1,NA,NA
"1948",2,2,0,1,NA,NA
"1949",1,3,0,1,NA,NA
"1950",1,2,0,1,707,722
"1951",2,2,0,NA,NA,NA
"1952",2,1,2,NA,NA,NA
"1953",2,1,1,0,NA,NA
"1954",1,1,3,NA,NA,NA
"1955",2,3,0,1,661,676
"1956",1,1,2,1,NA,NA
"1957",1,3,3,NA,686,637
"1958",2,3,0,NA,NA,NA
"1959",2,1,2,0,NA,NA
"1960",1,2,0,0,NA,NA
"1961",1,3,0,1,NA,NA
"1962",1,1,1,1,NA,NA
"1963",2,2,0,NA,NA,NA
"1964",2,3,0,NA,NA,NA
"1965",1,2,0,1,744,760
"1966",1,3,0,NA,NA,NA
"1967",1,2,0,1,677,724
"1968",2,2,0,NA,NA,NA
"1969",2,2,0,NA,NA,NA
"1970",2,2,0,NA,NA,NA
"1971",2,3,0,NA,NA,NA
"1972",2,2,0,1,NA,NA
"1973",2,1,4,1,688,703
"1974",1,3,0,1,670,528
"1975",1,2,0,NA,739,756
"1976",2,3,0,NA,NA,NA
"1977",1,3,0,NA,765,836
"1978",2,3,0,NA,NA,NA
"1979",2,3,0,NA,NA,NA
"1980",2,2,0,NA,NA,NA
"1981",2,2,0,NA,NA,NA
"1982",2,2,0,NA,NA,NA
"1983",2,1,1,1,NA,NA
"1984",2,1,2,NA,NA,NA
"1985",1,2,0,1,821,731
"1986",1,2,0,1,NA,NA
"1987",2,3,0,NA,NA,NA
"1988",2,2,0,NA,NA,NA
"1989",1,2,0,1,NA,NA
"1990",2,1,1,NA,NA,NA
"1991",1,3,0,NA,727,770
"1992",1,2,3,1,720,744
"1993",2,3,0,1,702,691
"1994",2,3,0,NA,NA,NA
"1995",1,2,0,1,NA,NA
"1996",1,1,2,NA,NA,NA
"1997",2,3,0,1,NA,NA
"1998",1,1,4,1,738,836
"1999",2,3,0,NA,NA,NA
"2000",2,3,0,1,717,771
"2001",1,1,4,1,NA,NA
"2002",1,2,0,NA,NA,NA
"2003",1,2,0,1,738,718
"2004",1,2,3,NA,758,836
"2005",2,2,0,1,NA,NA
"2006",1,2,0,NA,NA,NA
"2007",1,3,0,1,758,742
"2008",2,3,0,1,NA,NA
"2009",2,1,2,NA,NA,NA
"2010",2,1,1,0,NA,NA
"2011",2,3,0,0,NA,NA
"2012",2,1,1,NA,NA,NA
"2013",2,2,0,0,664,708
"2014",2,2,0,1,NA,NA
"2015",1,2,0,1,719,736
"2016",2,1,1,NA,NA,NA
"2017",2,2,0,0,NA,NA
"2018",1,3,0,1,821,778
"2019",2,3,0,NA,NA,NA
"2020",2,1,1,NA,NA,NA
"2021",1,1,4,NA,NA,NA
"2022",2,2,0,1,NA,NA
"2023",2,3,1,NA,NA,NA
"2024",2,1,3,0,NA,NA
"2025",2,2,0,1,704,651
"2026",1,3,0,NA,NA,NA
"2027",1,3,0,0,689,722
"2028",1,3,0,NA,757,711
"2029",1,2,0,NA,NA,NA
"2030",2,3,0,NA,NA,NA
"2031",1,1,1,0,NA,NA
"2032",1,1,1,0,NA,NA
"2033",1,3,0,NA,NA,NA
"2034",1,1,4,NA,NA,NA
"2035",1,3,0,1,699,692
"2036",2,2,0,NA,NA,NA
"2037",2,1,4,1,NA,NA
"2038",2,3,1,1,821,748
"2039",1,1,1,NA,NA,NA
"2040",2,3,1,1,719,701
"2041",2,3,0,NA,NA,NA
"2042",2,1,2,1,758,696
"2043",2,2,0,1,715,734
"2044",2,2,0,1,NA,NA
"2045",1,2,0,NA,706,778
"2046",2,2,0,1,721,687
"2047",2,1,1,NA,NA,NA
"2048",1,3,0,NA,NA,NA
"2049",2,3,1,NA,NA,NA
"2050",2,3,0,1,NA,NA
"2051",1,1,2,1,758,718
"2052",2,3,0,NA,NA,NA
"2053",2,3,0,0,NA,NA
"2054",1,3,0,1,727,782
"2055",2,2,0,NA,NA,NA
"2056",2,3,0,NA,NA,NA
"2057",1,3,0,NA,693,750
"2058",2,3,0,NA,NA,NA
"2059",1,1,4,1,758,702
"2060",1,2,0,NA,726,719
"2061",2,1,1,1,NA,NA
"2062",2,3,0,NA,532,640
"2063",1,2,0,NA,NA,NA
"2064",2,2,0,0,NA,NA
"2065",2,2,2,NA,NA,NA
"2066",2,2,0,NA,NA,NA
"2067",2,3,0,NA,NA,NA
"2068",2,3,0,1,NA,NA
"2069",2,1,3,NA,NA,NA
"2070",2,3,0,NA,NA,NA
"2071",1,3,0,NA,NA,NA
"2072",2,1,3,0,NA,NA
"2073",2,1,4,1,696,NA
"2074",1,2,0,NA,NA,NA
"2075",1,1,4,1,NA,NA
"2076",1,3,0,0,NA,NA
"2077",2,3,0,NA,707,836
"2078",1,3,0,NA,704,700
"2079",1,1,4,1,695,794
"2080",1,1,1,NA,NA,NA
"2081",2,3,0,1,NA,NA
"2082",1,1,1,1,NA,NA
"2083",1,3,0,1,758,751
"2084",2,2,0,1,NA,NA
"2085",1,1,4,1,729,756
"2086",1,2,3,1,728,729
"2087",1,3,0,NA,NA,NA
"2088",1,1,4,1,741,722
"2089",2,2,0,NA,NA,NA
"2090",1,3,0,1,NA,NA
"2091",2,2,0,NA,NA,NA
"2092",2,3,0,1,NA,NA
"2093",1,3,0,1,683,739
"2094",2,3,1,NA,NA,NA
"2095",1,2,0,0,NA,NA
"2096",2,3,0,1,NA,NA
"2097",2,3,0,NA,NA,NA
"2098",1,2,0,0,NA,NA
"2099",2,3,0,NA,NA,NA
"2100",2,2,0,NA,666,682
"2101",1,2,0,NA,NA,NA
"2102",1,1,2,1,NA,NA
"2103",1,2,3,1,NA,836
"2104",1,2,0,1,715,836
"2105",1,2,0,NA,704,709
"2106",1,3,0,1,711,742
"2107",2,3,0,1,NA,NA
"2108",1,3,0,NA,721,765
"2109",1,2,0,1,675,665
"2110",1,3,0,1,NA,NA
"2111",2,2,0,NA,NA,NA
"2112",2,1,1,NA,NA,NA
"2113",1,2,0,NA,NA,NA
"2114",1,3,0,0,732,716
"2115",1,3,0,1,703,733
"2116",1,3,1,1,674,697
"2117",1,2,0,1,716,683
"2118",1,3,0,1,758,751
"2119",2,2,0,0,NA,NA
"2120",2,1,1,NA,NA,NA
"2121",1,2,0,NA,NA,NA
"2122",2,2,0,1,NA,NA
"2123",1,3,0,NA,639,699
"2124",1,2,2,NA,670,528
"2125",2,3,0,NA,NA,NA
"2126",1,3,0,NA,NA,NA
"2127",2,1,1,NA,NA,NA
"2128",2,2,0,NA,NA,NA
"2129",1,3,1,NA,725,709
"2130",1,3,0,1,729,741
"2131",1,2,0,1,729,752
"2132",2,2,0,1,701,718
"2133",1,3,0,1,742,836
"2134",2,2,1,1,NA,NA
"2135",2,1,4,1,NA,NA
"2136",1,3,0,1,706,726
"2137",1,2,0,0,715,776
"2138",1,2,0,1,749,708
"2139",2,3,0,NA,679,659
"2140",2,3,0,1,716,718
"2141",1,1,4,1,686,703
"2142",1,2,0,1,741,750
"2143",1,1,4,1,694,731
"2144",2,2,0,NA,NA,NA
"2145",1,2,0,NA,713,741
"2146",1,3,0,1,696,706
"2147",1,2,1,1,773,723
"2148",2,1,1,NA,NA,NA
"2149",1,3,0,NA,NA,NA
"2150",1,2,0,NA,NA,NA
"2151",1,3,1,1,715,661
"2152",1,1,4,1,679,707
"2153",1,1,4,1,727,702
"2154",2,1,1,NA,NA,NA
"2155",2,1,4,1,679,734
"2156",2,2,0,NA,NA,NA
"2157",2,2,0,NA,NA,NA
"2158",2,1,4,NA,NA,NA
"2159",2,3,0,NA,NA,NA
"2160",2,2,0,NA,NA,NA
"2161",1,2,0,NA,NA,NA
"2162",1,2,0,NA,NA,NA
"2163",2,2,0,NA,NA,NA
"2164",1,3,0,1,NA,NA
"2165",1,2,0,1,676,760
"2166",1,3,0,1,NA,NA
"2167",1,1,4,0,767,735
"2168",2,1,3,NA,NA,NA
"2169",1,2,1,1,NA,NA
"2170",1,1,4,NA,744,720
"2171",1,3,0,1,661,656
"2172",1,3,0,1,NA,NA
"2173",1,3,0,1,769,756
"2174",1,3,0,1,705,718
"2175",1,1,4,1,742,760
"2176",1,2,0,1,710,717
"2177",1,3,0,NA,NA,NA
"2178",1,2,0,NA,667,740
"2179",1,3,1,1,758,836
"2180",1,3,0,1,768,760
"2181",1,2,0,NA,NA,NA
"2182",1,2,0,NA,NA,NA
"2183",2,3,0,NA,NA,NA
"2184",2,2,0,1,NA,NA
"2185",2,3,0,NA,NA,NA
"2186",1,1,2,1,NA,NA
"2187",1,1,4,1,741,717
"2188",2,1,2,NA,NA,NA
"2189",1,2,0,1,724,732
"2190",1,2,0,1,704,735
"2191",1,3,0,1,629,528
"2192",2,3,0,NA,NA,NA
"2193",1,3,0,NA,693,716
"2194",2,3,0,1,725,699
"2195",2,2,0,NA,NA,NA
"2196",1,2,0,1,711,699
"2197",1,2,0,1,707,725
"2198",2,3,3,NA,638,666
"2199",1,1,4,1,766,836
"2200",1,2,0,1,NA,NA
"2201",1,1,1,NA,NA,NA
"2202",2,2,0,1,NA,NA
"2203",1,2,2,1,707,728
"2204",2,3,2,1,723,720
"2205",1,1,4,NA,727,736
"2206",2,1,4,NA,722,745
"2207",2,1,3,NA,NA,NA
"2208",2,1,2,NA,NA,NA
"2209",1,3,0,NA,NA,NA
"2210",1,1,4,NA,NA,NA
"2211",2,2,0,1,692,720
"2212",2,1,4,NA,NA,NA
"2213",2,2,0,NA,NA,NA
"2214",2,2,0,1,NA,NA
"2215",3,2,0,NA,NA,NA
"2216",2,3,0,1,NA,NA
"2217",2,2,0,0,NA,NA
"2218",2,3,0,1,732,760
"2219",1,2,0,NA,NA,NA
"2220",2,1,4,1,NA,NA
"2221",2,2,0,0,NA,NA
"2222",2,1,4,1,NA,NA
"2223",2,2,0,NA,NA,NA
"2224",2,3,0,NA,NA,NA
"2225",2,3,2,1,NA,NA
"2226",2,1,3,NA,672,591
"2227",1,3,0,1,710,702
"2228",2,3,3,0,NA,NA
"2229",2,3,0,NA,NA,NA
"2230",2,2,0,1,NA,NA
"2231",2,3,0,0,NA,NA
"2232",2,3,0,NA,NA,NA
"2233",2,1,2,NA,NA,NA
"2234",2,2,0,NA,NA,NA
"2235",1,1,2,NA,NA,NA
"2236",1,1,4,1,749,761
"2237",2,2,0,0,NA,NA
"2238",2,3,0,NA,626,710
"2239",2,2,0,1,NA,NA
"2240",1,2,0,NA,692,668
"2241",1,2,0,1,709,693
"2242",2,1,2,NA,NA,NA
"2243",1,1,1,NA,NA,NA
"2244",2,2,0,0,NA,NA
"2245",2,3,0,0,719,655
"2246",2,2,0,NA,NA,NA
"2247",2,3,0,1,725,691
"2248",2,2,0,NA,NA,NA
"2249",2,1,1,1,NA,NA
"2250",2,3,0,NA,NA,NA
"2251",2,3,0,NA,NA,NA
"2252",2,2,0,1,NA,NA
"2253",2,3,0,1,NA,NA
"2254",2,2,0,NA,NA,NA
"2255",2,2,0,NA,NA,NA
"2256",2,3,0,NA,NA,NA
"2257",1,2,0,NA,NA,NA
"2258",2,2,0,NA,NA,NA
"2259",2,2,0,NA,NA,NA
"2260",2,3,0,1,NA,NA
"2261",2,3,0,1,NA,NA
"2262",2,1,1,NA,NA,NA
"2263",2,2,0,0,NA,NA
"2264",2,3,0,NA,685,689
"2265",2,1,2,NA,NA,NA
"2266",2,1,3,NA,NA,NA
"2267",2,2,1,1,NA,NA
"2268",1,3,0,0,NA,NA
"2269",2,3,1,NA,NA,NA
"2270",2,3,1,0,NA,NA
"2271",2,3,0,NA,NA,NA
"2272",2,2,0,NA,NA,NA
"2273",2,2,0,1,NA,NA
"2274",2,1,4,NA,NA,NA
"2275",2,3,0,NA,NA,NA
"2276",2,3,0,1,NA,NA
"2277",2,3,0,1,NA,NA
"2278",2,3,0,0,NA,NA
"2279",2,2,0,NA,NA,NA
"2280",2,2,2,1,821,722
"2281",2,2,0,NA,NA,NA
"2282",2,2,0,1,NA,NA
"2283",2,1,3,1,NA,NA
"2284",2,3,0,NA,NA,NA
"2285",1,3,0,1,671,699
"2286",2,3,0,NA,NA,NA
"2287",2,2,0,NA,NA,NA
"2288",1,2,2,NA,NA,NA
"2289",2,1,4,1,NA,NA
"2290",2,2,0,NA,NA,NA
"2291",2,3,0,NA,NA,NA
"2292",1,2,0,NA,NA,NA
"2293",2,3,2,NA,NA,NA
"2294",2,3,1,NA,NA,NA
"2295",3,2,2,NA,NA,NA
"2296",2,3,0,1,NA,NA
"2297",2,2,0,NA,689,655
"2298",2,2,0,NA,NA,NA
"2299",2,2,0,NA,NA,NA
"2300",2,3,0,NA,NA,NA
"2301",1,3,0,1,704,708
"2302",1,3,0,NA,NA,NA
"2303",1,3,0,1,717,721
"2304",2,3,0,NA,NA,NA
"2305",1,3,0,NA,NA,NA
"2306",2,1,1,NA,NA,NA
"2307",1,2,0,NA,626,692
"2308",1,3,0,NA,NA,NA
"2309",1,1,4,1,709,703
"2310",1,2,0,1,700,689
"2311",2,2,0,1,NA,NA
"2312",1,1,1,NA,NA,NA
"2313",1,1,4,1,698,760
"2314",1,1,4,NA,710,763
"2315",1,2,1,1,NA,NA
"2316",1,2,0,1,NA,NA
"2317",1,1,4,1,726,771
"2318",1,2,0,1,676,586
"2319",1,2,0,1,729,743
"2320",1,2,0,1,689,740
"2321",2,2,0,0,NA,NA
"2322",2,2,0,NA,NA,NA
"2323",2,3,0,1,NA,NA
"2324",2,3,0,NA,NA,NA
"2325",2,3,1,NA,NA,NA
"2326",2,1,2,NA,NA,NA
"2327",2,3,1,NA,NA,NA
"2328",2,3,0,NA,NA,NA
"2329",2,2,0,NA,672,593
"2330",2,2,1,NA,NA,NA
"2331",2,3,3,NA,NA,NA
"2332",2,1,3,1,NA,NA
"2333",1,1,4,1,821,755
"2334",2,1,3,NA,NA,NA
"2335",2,2,0,1,NA,NA
"2336",1,1,4,1,640,702
"2337",1,1,2,NA,NA,NA
"2338",1,1,4,1,653,689
"2339",1,3,0,1,758,836
"2340",1,3,0,NA,NA,NA
"2341",1,1,4,0,712,742
"2342",1,3,0,1,709,758
"2343",2,2,0,0,NA,NA
"2344",2,2,0,1,711,707
"2345",1,2,0,NA,719,735
"2346",2,3,0,NA,NA,NA
"2347",1,2,0,1,704,724
"2348",1,3,0,1,683,670
"2349",1,2,0,1,NA,NA
"2350",2,1,1,NA,NA,NA
"2351",2,1,4,1,NA,NA
"2352",2,2,0,0,NA,NA
"2353",1,2,0,0,705,732
"2354",1,2,0,NA,NA,NA
"2355",1,3,0,NA,NA,NA
"2356",1,1,4,1,758,750
"2357",1,2,0,1,709,757
"2358",1,2,0,1,733,708
"2359",1,3,0,1,NA,NA
"2360",2,1,1,NA,NA,NA
"2361",2,2,0,NA,NA,NA
"2362",2,1,2,NA,NA,NA
"2363",1,3,0,NA,741,763
"2364",2,1,1,NA,NA,NA
"2365",2,3,0,0,NA,NA
"2366",1,2,0,1,758,760
"2367",1,1,4,NA,721,713
"2368",1,2,1,NA,NA,NA
"2369",1,2,0,1,740,746
"2370",2,2,0,NA,729,721
"2371",1,1,4,1,735,750
"2372",2,1,2,NA,NA,NA
"2373",1,3,0,1,740,701
"2374",2,2,0,NA,NA,NA
"2375",1,3,0,NA,NA,NA
"2376",1,1,4,1,703,723
"2377",1,3,0,1,NA,NA
"2378",1,2,0,1,715,722
"2379",2,3,2,1,NA,NA
"2380",2,3,1,NA,NA,NA
"2381",1,3,0,1,NA,NA
"2382",1,3,0,1,821,784
"2383",2,2,0,NA,NA,NA
"2384",1,3,0,NA,NA,NA
"2385",2,2,0,NA,NA,NA
"2386",2,2,1,NA,NA,NA
"2387",1,3,0,1,NA,NA
"2388",2,1,4,NA,NA,NA
"2389",2,2,0,1,NA,NA
"2390",1,1,4,NA,672,683
"2391",1,2,0,NA,NA,NA
"2392",1,1,4,1,NA,NA
"2393",1,2,0,1,NA,NA
"2394",1,3,3,1,487,600
"2395",1,1,4,NA,NA,NA
"2396",1,1,4,NA,741,836
"2397",2,3,0,NA,NA,NA
"2398",2,2,0,0,NA,NA
"2399",1,1,1,1,NA,NA
"2400",1,2,0,1,704,711
"2401",2,1,1,NA,NA,NA
"2402",1,3,0,1,725,768
"2403",2,2,0,NA,NA,NA
"2404",2,1,4,1,682,613
"2405",1,2,0,1,NA,NA
"2406",2,2,1,NA,NA,NA
"2407",2,2,0,NA,NA,NA
"2408",2,3,0,NA,NA,NA
"2409",2,3,0,0,NA,NA
"2410",2,2,0,0,NA,NA
"2411",1,3,3,NA,NA,NA
"2412",2,2,0,NA,NA,NA
"2413",2,2,3,NA,635,690
"2414",2,2,0,0,NA,NA
"2415",2,1,4,1,NA,NA
"2416",2,1,4,1,NA,NA
"2417",1,2,0,1,700,713
